player,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,team
Ben Davies,wls WAL,DF,31.0,17,14,"1,331",14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Tottenham
Radu Drăgușin,ro ROU,DF,22.0,16,14,"1,252",13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tottenham
Micky van de Ven,nl NED,DF,23.0,13,12,"1,015",11.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Tottenham
Lucas Bergvall,se SWE,MF,18.0,27,11,"1,212",13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Tottenham
Mathys Tel,fr FRA,FW,19.0,13,11,911,10.1,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,Tottenham
Wilson Odobert,fr FRA,"FW,MF",19.0,16,9,850,9.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Tottenham
Kevin Danso,at AUT,DF,25.0,10,9,842,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Fraser Forster,eng ENG,GK,36.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Antonín Kinský,cz CZE,GK,21.0,6,6,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Timo Werner,de GER,"FW,MF",28.0,18,4,516,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Richarlison,br BRA,FW,27.0,15,4,504,5.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,Tottenham
Mikey Moore,eng ENG,FW,16.0,10,3,366,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Sergio Reguilón,es ESP,DF,27.0,4,1,196,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Tottenham
Brandon Austin,eng ENG,GK,25.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Dane Scarlett,eng ENG,"FW,MF",20.0,3,0,34,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Alfie Dorrington,eng ENG,DF,19.0,1,0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Will Lankshear,eng ENG,"FW,MF",19.0,3,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Oyindamola Ajayi,eng ENG,MF,18.0,0,0,,,,,,,,,,,Tottenham
Dante Cassanova,jm JAM,DF,20.0,0,0,,,,,,,,,,,Tottenham
Alfie Devine,eng ENG,MF,19.0,0,0,,,,,,,,,,,Tottenham
Malachi Hardy,eng ENG,DF,16.0,0,0,,,,,,,,,,,Tottenham
Maeson King,eng ENG,DF,18.0,0,0,,,,,,,,,,,Tottenham
Yang Minhyeok,kr KOR,MF,18.0,0,0,,,,,,,,,,,Tottenham
Callum Olusesi,eng ENG,MF,17.0,0,0,,,,,,,,,,,Tottenham
Alfie Whiteman,eng ENG,GK,25.0,0,0,,,,,,,,,,,Tottenham
Luca Williams Barnett,eng ENG,FW,15.0,0,0,,,,,,,,,,,Tottenham
Jamie Vardy,eng ENG,FW,37.0,35,35,"2,823",31.4,9.0,4.0,13.0,8.0,1.0,2.0,5.0,0.0,Leicester City
James Justin,eng ENG,DF,26.0,36,34,"2,912",32.4,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,Leicester City
Wout Faes,be BEL,DF,26.0,34,30,"2,815",31.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Leicester City
Victor Bernth Kristiansen,dk DEN,DF,21.0,30,29,"2,482",27.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Leicester City
Wilfred Ndidi,ng NGA,MF,27.0,28,28,"2,324",25.8,0.0,5.0,5.0,0.0,0.0,0.0,8.0,0.0,Leicester City
Mads Hermansen,dk DEN,GK,24.0,27,27,"2,385",26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Leicester City
Bilal El Khannouss,ma MAR,"MF,FW",20.0,32,27,"2,182",24.2,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,Leicester City
Boubakary Soumaré,fr FRA,MF,25.0,31,25,"2,171",24.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,Leicester City
Conor Coady,eng ENG,DF,31.0,22,19,"1,714",19.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Leicester City
Jordan Ayew,gh GHA,"FW,MF",32.0,30,19,"1,638",18.2,5.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0,Leicester City
Harry Winks,eng ENG,MF,28.0,22,17,"1,538",17.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Leicester City
Stephy Mavididi,eng ENG,FW,26.0,30,16,"1,615",17.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,Leicester City
Jannik Vestergaard,dk DEN,DF,31.0,18,16,"1,391",15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Leicester City
Facundo Buonanotte,ar ARG,"FW,MF",19.0,31,14,"1,523",16.9,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,Leicester City
Luke Thomas,eng ENG,DF,23.0,14,13,"1,110",12.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Leicester City
Caleb Okoli,it ITA,DF,23.0,19,12,"1,125",12.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Leicester City
Oliver Skipp,eng ENG,MF,23.0,24,10,"1,129",12.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,Leicester City
Jakub Stolarczyk,pl POL,GK,23.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Leicester City
Kasey McAteer,ie IRL,FW,22.0,18,9,852,9.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,Leicester City
Bobby De Cordova-Reid,jm JAM,FW,31.0,23,9,744,8.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,Leicester City
Patson Daka,zm ZAM,"FW,MF",25.0,23,6,736,8.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Leicester City
Abdul Fatawu Issahaku,gh GHA,FW,20.0,11,6,579,6.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Leicester City
Ricardo Pereira,pt POR,DF,30.0,10,4,388,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Leicester City
Danny Ward,wls WAL,GK,31.0,2,1,135,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City
Hamza Choudhury,bd BAN,"MF,DF",26.0,4,1,131,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City
Woyo Coulibaly,ml MLI,DF,25.0,4,1,109,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Leicester City
Jeremy Monga,,"FW,MF",15.0,7,0,112,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City
Odsonne Édouard,fr FRA,FW,26.0,4,0,29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City
Jake Evans,,FW,17,4,0,24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City
Olabade Aluko,,DF,18,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City
Will Alves,eng ENG,FW,19.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City
Michael Golding,eng ENG,MF,18.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City
Sammy Braybrooke,eng ENG,MF,20.0,0,0,,,,,,,,,,,Leicester City
Thomas Cannon,ie IRL,FW,21.0,0,0,,,,,,,,,,,Leicester City
Henry Cartwright,eng ENG,MF,19.0,0,0,,,,,,,,,,,Leicester City
Daniel Iversen,dk DEN,GK,27.0,0,0,,,,,,,,,,,Leicester City
Benjamin Nelson,eng ENG,DF,20.0,0,0,,,,,,,,,,,Leicester City
Thomas Wilson-Brown,eng ENG,DF,19.0,0,0,,,,,,,,,,,Leicester City
Dara O'Shea,ie IRL,DF,25.0,35,35,"3,122",34.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,Ipswich Town
Leif Davis,eng ENG,DF,24.0,33,32,"2,743",30.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,Ipswich Town
Liam Delap,eng ENG,FW,21.0,37,32,"2,593",28.8,12.0,2.0,14.0,10.0,2.0,2.0,12.0,0.0,Ipswich Town
Sam Morsy,eg EGY,MF,32.0,33,31,"2,751",30.6,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,Ipswich Town
Omari Hutchinson,eng ENG,"MF,FW",20.0,31,30,"2,583",28.7,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,Ipswich Town
Jacob Greaves,eng ENG,DF,23.0,25,25,"2,205",24.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,Ipswich Town
Jens Cajuste,se SWE,MF,24.0,30,25,"1,959",21.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,Ipswich Town
Axel Tuanzebe,cd COD,DF,26.0,22,20,"1,710",19.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,Ipswich Town
Arijanet Muric,xk KVX,GK,25.0,18,18,"1,620",18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ipswich Town
Cameron Burgess,au AUS,DF,28.0,18,16,"1,541",17.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Ipswich Town
Ben Johnson,eng ENG,"DF,FW",24.0,23,14,"1,354",15.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,Ipswich Town
Kalvin Phillips,eng ENG,MF,28.0,19,14,"1,237",13.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Ipswich Town
Alex Palmer,eng ENG,GK,27.0,13,13,"1,170",13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Ipswich Town
Sammie Szmodics,ie IRL,"FW,MF",28.0,20,13,992,11.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,Ipswich Town
Luke Woolfenden,eng ENG,DF,25.0,15,12,"1,187",13.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Ipswich Town
Jack Clarke,eng ENG,"FW,MF",23.0,32,12,"1,181",13.1,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,Ipswich Town
Wes Burns,wls WAL,"FW,DF",29.0,18,12,926,10.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Ipswich Town
Julio Enciso,py PAR,"MF,FW",20.0,13,12,869,9.7,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,Ipswich Town
Conor Chaplin,eng ENG,"MF,FW",27.0,22,10,857,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,Ipswich Town
Nathan Broadhead,wls WAL,"MF,FW",26.0,18,7,702,7.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,Ipswich Town
Christian Walton,eng ENG,GK,28.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ipswich Town
George Hirst,sct SCO,FW,25.0,26,5,661,7.3,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,Ipswich Town
Jaden Philogene Bidace,eng ENG,"FW,DF",22.0,10,5,474,5.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,Ipswich Town
Jack Taylor,ie IRL,MF,26.0,32,4,860,9.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Ipswich Town
Harry Clarke,eng ENG,DF,23.0,7,4,379,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Ipswich Town
Conor Townsend,eng ENG,DF,31.0,6,3,335,3.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Ipswich Town
Chiedozie Ogbene,ie IRL,FW,27.0,5,3,238,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ipswich Town
Massimo Luongo,au AUS,MF,31.0,11,2,201,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ipswich Town
Ben Godfrey,eng ENG,DF,26.0,3,2,159,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ipswich Town
Ali Al Hamadi,iq IRQ,FW,22.0,11,0,134,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Ipswich Town
Marcus Harness,eng ENG,MF,28.0,2,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ipswich Town
George Edmundson,eng ENG,DF,26.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ipswich Town
Somto Boniface,eng ENG,DF,18.0,0,0,,,,,,,,,,,Ipswich Town
Cieran Slicker,sct SCO,GK,21.0,0,0,,,,,,,,,,,Ipswich Town
Tom Taylor,,MF,20,0,0,,,,,,,,,,,Ipswich Town
Mateus Fernandes,pt POR,MF,20.0,36,34,"2,909",32.3,2.0,4.0,6.0,2.0,0.0,0.0,8.0,0.0,Southampton
Kyle Walker-Peters,eng ENG,DF,27.0,33,33,"2,918",32.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,Southampton
Taylor Harwood-Bellis,eng ENG,DF,22.0,34,32,"2,825",31.4,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,Southampton
Aaron Ramsdale,eng ENG,GK,26.0,30,30,"2,700",30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Southampton
Jan Bednarek,pl POL,DF,28.0,30,30,"2,531",28.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,Southampton
Flynn Downes,eng ENG,MF,25.0,27,25,"2,151",23.9,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,Southampton
Joe Aribo,ng NGA,"MF,DF",28.0,32,21,"2,013",22.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,Southampton
Tyler Dibling,eng ENG,"FW,MF",18.0,33,20,"1,874",20.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,Southampton
Lesley Ugochukwu,fr FRA,MF,20.0,26,18,"1,655",18.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,Southampton
Ryan Manning,ie IRL,"DF,MF",28.0,24,18,"1,462",16.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Southampton
Kamaldeen Sulemana,gh GHA,"FW,MF",22.0,26,17,"1,402",15.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,Southampton
Jack Stephens,eng ENG,DF,30.0,19,17,"1,389",15.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,Southampton
Yukinari Sugawara,jp JPN,"DF,MF",24.0,30,16,"1,557",17.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,Southampton
Adam Armstrong,eng ENG,"FW,MF",27.0,20,15,"1,248",13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,Southampton
Cameron Archer,eng ENG,FW,23.0,35,13,"1,441",16.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,Southampton
James Bree,eng ENG,DF,26.0,17,13,"1,075",11.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Southampton
Paul Onuachu,ng NGA,FW,30.0,25,11,"1,050",11.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,Southampton
Nathan Wood-Gordon,eng ENG,DF,22.0,11,9,773,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Southampton
William Smallbone,ie IRL,MF,24.0,18,6,690,7.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Southampton
Welington,br BRA,DF,23.0,10,6,482,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Alex McCarthy,eng ENG,GK,34.0,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Adam Lallana,eng ENG,MF,36.0,14,5,361,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Southampton
Ben Brereton,cl CHI,FW,25.0,10,4,449,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Ross Stewart,sct SCO,FW,28.0,12,4,389,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Southampton
Ryan Fraser,sct SCO,"FW,DF",30.0,8,4,306,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Southampton
Charlie Taylor,eng ENG,DF,30.0,8,3,356,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Joe Lumley,eng ENG,GK,29.0,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Armel Bella Kotchap,de GER,DF,22.0,4,2,331,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Albert Grønbaek,dk DEN,"FW,MF",23.0,4,2,143,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Jay Robinson,eng ENG,"MF,FW",17.0,4,1,137,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Maxwel Cornet,ci CIV,FW,27.0,2,1,72,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Samuel Edozie,eng ENG,"DF,FW",21.0,2,0,65,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Samuel Amo-Ameyaw,eng ENG,"FW,DF",18.0,2,0,28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Joachim Kayi Sanda,fr FRA,DF,17.0,2,0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Ronnie Edwards,eng ENG,DF,21.0,1,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Carlos Alcaraz,ar ARG,MF,21.0,1,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Jayden Moore,,DF,18,0,0,,,,,,,,,,,Southampton
Joe O'Brien-Whitmarsh,ie IRL,MF,19.0,0,0,,,,,,,,,,,Southampton
